id,cid,name,addr,use_time,free,b_name,b_call,type,x_crdn,y_crdn,cal1,cal2,check,1,2,3,4,5,6
BT000045,1,동양콘도,제주특별자치도 제주시 애월읍 애월해안로 708,24시간 이용가능,Y,보타리에너지(주),1588-5339,5,33.4833534,126.3771455,5,2,1,0,0,0,0,1,0
BT000046,1,금악정육식당,제주특별자치도 제주시 한림읍 중산간서로 4302,24시간 이용가능,Y,보타리에너지(주),1588-5339,5,33.35894947,126.2942221,5,1,0,0,0,0,0,1,0
BT000047,1,한림교회,제주특별자치도 제주시 한림읍 한림로14길 13,24시간 이용가능,Y,보타리에너지(주),1588-5339,5,33.41591328,126.2672042,5,1,0,0,0,0,0,1,0
BT000048,1,안다미로,제주특별자치도 제주시 조천읍 비자림로 648,24시간 이용가능,Y,보타리에너지(주),1588-5339,5,33.43634933,126.6765756,5,1,0,0,0,0,0,1,0
BT000049,1,성결교회,제주특별자치도 서귀포시 중산간동로 8251,24시간 이용가능,Y,보타리에너지(주),1588-5339,5,33.26134457,126.5357252,5,1,0,0,0,0,0,1,0
BT000050,1,자유렌트카,제주특별자치도 제주시 도두일동 1177-4,24시간 이용가능,Y,보타리에너지(주),1588-5339,5,33.49811986,126.478865,5,1,0,0,0,0,0,1,0
BT000050,2,자유렌트카,제주특별자치도 제주시 도두일동 1177-4,24시간 이용가능,Y,보타리에너지(주),1588-5339,5,33.49811986,126.478865,10,2,0,0,0,0,0,2,0
BT000050,3,자유렌트카,제주특별자치도 제주시 도두일동 1177-4,24시간 이용가능,Y,보타리에너지(주),1588-5339,5,33.49811986,126.478865,15,3,1,0,0,0,0,3,0
BT000051,1,홍대감,제주특별자치도 제주시 구좌읍 비자림로 1772,24시간 이용가능,Y,보타리에너지(주),1588-5339,5,33.4671298,126.7735825,5,1,0,0,0,0,0,1,0
BT000052,1,오픈박스,제주특별자치도 제주시 번영로 138,24시간 이용가능,Y,보타리에너지(주),1588-5339,5,33.50478939,126.5602451,5,1,0,0,0,0,0,1,0
BT000053,1,벙커하우스,제주특별자치도 서귀포시 막숙포로41번길 66,24시간 이용가능,Y,보타리에너지(주),1588-5339,5,33.24057511,126.5191839,5,1,0,0,0,0,0,1,0
CV000011,1,에코티엘(제주),제주특별자치도 제주시 연동 251-69외,24시간 이용가능,Y,대영채비,1522-2573,6,33.489125,126.487631,6,1,0,0,0,0,0,0,1
CV000131,1,UFO펜션,제주특별자치도 제주시 애월읍 애월해안로 765,24시간 이용가능,Y,대영채비,1522-2573,2,33.485502,126.38184,2,1,0,0,1,0,0,0,0
CV000131,2,UFO펜션,제주특별자치도 제주시 애월읍 애월해안로 765,24시간 이용가능,Y,대영채비,1522-2573,2,33.485502,126.38184,4,2,1,0,2,0,0,0,0
CV000132,1,새소망의료재단,제주특별자치도 서귀포시 안덕면 한창로 110번길 61,24시간 이용가능,Y,대영채비,1522-2573,2,33.277861,126.362106,2,1,0,0,1,0,0,0,0
CV000132,2,새소망의료재단,제주특별자치도 서귀포시 안덕면 한창로 110번길 61,24시간 이용가능,Y,대영채비,1522-2573,2,33.277861,126.362106,4,2,1,0,2,0,0,0,0
CV000138,1,영보맨션(입주자용),제주특별자치도 제주시 용담2동 609-2,24시간 이용가능,Y,대영채비,1522-2573,2,33.510627,126.506012,2,1,0,0,1,0,0,0,0
CV000139,1,동원리조트,제주특별자치도 서귀포시 서귀동 685,24시간 이용가능,Y,대영채비,1522-2573,2,33.24080826,126.562526,2,1,0,0,1,0,0,0,0
CV000140,1,제이앤클로이,제주특별자치도 서귀포시 대정읍 무릉리 3869-4,24시간 이용가능,Y,대영채비,1522-2573,2,33.257265,126.188916,2,1,0,0,1,0,0,0,0
CV000140,2,제이앤클로이,제주특별자치도 서귀포시 대정읍 무릉리 3869-4,24시간 이용가능,Y,대영채비,1522-2573,2,33.257265,126.188916,4,2,1,0,2,0,0,0,0
CV000141,1,코스모스태홍누리안 5차아파트,제주특별자치도 제주시 연동 304-5,24시간 이용가능,Y,대영채비,1522-2573,2,33.48534121,126.4957886,2,1,0,0,1,0,0,0,0
CV000141,2,코스모스태홍누리안 5차아파트,제주특별자치도 제주시 연동 304-5,24시간 이용가능,Y,대영채비,1522-2573,2,33.48534121,126.4957886,4,2,1,0,2,0,0,0,0
CV000142,1,제이라움,제주특별자치도 서귀포시 대정읍 무릉리 3876-1,24시간 이용가능,Y,대영채비,1522-2573,2,33.25652285,126.1898483,2,1,0,0,1,0,0,0,0
CV000142,2,제이라움,제주특별자치도 서귀포시 대정읍 무릉리 3876-1,24시간 이용가능,Y,대영채비,1522-2573,2,33.25652285,126.1898483,4,2,1,0,2,0,0,0,0
CV000143,1,끌림36.5,제주특별자치도 제주시 애월읍 고내리 363-1,24시간 이용가능,Y,대영채비,1522-2573,2,33.470912,126.34763,2,1,0,0,1,0,0,0,0
CV000143,2,끌림36.5,제주특별자치도 제주시 애월읍 고내리 363-1,24시간 이용가능,Y,대영채비,1522-2573,2,33.470912,126.34763,4,2,1,0,2,0,0,0,0
CV000144,1,엘로이빌,제주특별자치도 제주시 연동 2415-3,24시간 이용가능,Y,대영채비,1522-2573,2,33.492878,126.481185,2,1,0,0,1,0,0,0,0
CV000144,2,엘로이빌,제주특별자치도 제주시 연동 2415-3,24시간 이용가능,Y,대영채비,1522-2573,2,33.492878,126.481185,4,2,1,0,2,0,0,0,0
CV000145,1,서귀포시서부보건소 안덕보건지소,제주특별자치도 서귀포시 안덕면 화순리 1158-11,24시간 이용가능,Y,대영채비,1522-2573,2,33.250524,126.331392,2,1,0,0,1,0,0,0,0
CV000157,1,한국전기안전공사 제주지역본부,제주특별자치도 제주시 도령로 40,24시간 이용가능,Y,대영채비,1522-2573,2,33.487949,126.483349,2,1,0,0,1,0,0,0,0
CV000157,2,한국전기안전공사 제주지역본부,제주특별자치도 제주시 도령로 40,24시간 이용가능,Y,대영채비,1522-2573,2,33.487949,126.483349,4,2,0,0,2,0,0,0,0
CV000157,3,한국전기안전공사 제주지역본부,제주특별자치도 제주시 도령로 40,24시간 이용가능,Y,대영채비,1522-2573,2,33.487949,126.483349,6,3,0,0,3,0,0,0,0
CV000157,4,한국전기안전공사 제주지역본부,제주특별자치도 제주시 도령로 40,24시간 이용가능,Y,대영채비,1522-2573,2,33.487949,126.483349,8,4,1,0,4,0,0,0,0
CV000158,1,신광아파트,제주특별자치도 제주시 도령로 7길 20,24시간 이용가능,Y,대영채비,1522-2573,2,33.490793,126.4844048,2,1,0,0,1,0,0,0,0
CV000159,1,아라2차미다움,제주특별자치도 제주시 금월길 66,24시간 이용가능,Y,대영채비,1522-2573,2,33.48333,126.552549,2,1,0,0,1,0,0,0,0
CV000159,2,아라2차미다움,제주특별자치도 제주시 금월길 66,24시간 이용가능,Y,대영채비,1522-2573,2,33.48333,126.552549,4,2,0,0,2,0,0,0,0
CV000159,3,아라2차미다움,제주특별자치도 제주시 금월길 66,24시간 이용가능,Y,대영채비,1522-2573,2,33.48333,126.552549,6,3,1,0,3,0,0,0,0
CV000271,1,제주첨단과학단지(엘리트빌딩),제주특별자치도 제주시 첨단로 213-4,24시간 이용가능,N,대영채비,1522-2573,6,33.452903,126.572552,6,1,0,0,0,0,0,0,1
CV000272,1,제주첨단과학단지(스마트빌딩),제주특별자치도 제주시 첨단남길 42 (월평동),24시간 이용가능,N,대영채비,1522-2573,6,33.45373165,126.5725348,6,1,0,0,0,0,0,0,1
CV000273,1,제주첨단과학단지(세미양빌딩),제주특별자치도 제주시 첨단로 330,24시간 이용가능,N,대영채비,1522-2573,6,33.442338,126.57145,6,1,0,0,0,0,0,0,1
CV000277,1,모닝시티오피스텔,제주특별자치도 제주시 하귀9길 2,24시간 이용가능,N,대영채비,1522-2573,2,33.486521,126.414607,2,1,0,0,1,0,0,0,0
CV000277,2,모닝시티오피스텔,제주특별자치도 제주시 하귀9길 2,24시간 이용가능,N,대영채비,1522-2573,2,33.486521,126.414607,4,2,1,0,2,0,0,0,0
CV000304,1,더베이리조트,제주특별자치도 서귀포시 문필로35번길 46,24시간 이용가능,N,대영채비,1522-2573,2,33.241199,126.593487,2,1,0,0,1,0,0,0,0
CV000304,2,더베이리조트,제주특별자치도 서귀포시 문필로35번길 46,24시간 이용가능,N,대영채비,1522-2573,2,33.241199,126.593487,4,2,1,0,2,0,0,0,0
CV000308,1,뉴오션리조트,제주특별자치도 제주시 애월읍 고내로 13길 59,24시간 이용가능,N,대영채비,1522-2573,2,33.469464,126.345585,2,1,0,0,1,0,0,0,0
CV000319,1,제주 에코그린리조트,제주특별자치도 제주시 한림읍 귀덕6길 94,24시간 이용가능,Y,대영채비,1522-2573,6,33.435572,126.291692,6,1,0,0,0,0,0,0,1
CV000327,1,지엔에프주식회사,제주특별자치도 제주시 구좌읍 김녕로21길 5-5,24시간 이용가능,N,대영채비,1522-2573,2,33.556432,126.754861,2,1,0,0,1,0,0,0,0
CV000342,1,뜨레모아7차 공동주택,제주특별자치도 제주시 광평중길 65-1,24시간 이용가능,Y,대영채비,1522-2573,2,33.479595,126.469105,2,1,0,0,1,0,0,0,0
CV000342,2,뜨레모아7차 공동주택,제주특별자치도 제주시 광평중길 65-1,24시간 이용가능,Y,대영채비,1522-2573,2,33.479595,126.469105,4,2,1,0,2,0,0,0,0
CV000343,1,터닝포인트제주,제주특별자치도 서귀포시 성산읍 일주동로 5199-11,24시간 이용가능,N,대영채비,1522-2573,2,33.37301,126.872611,2,1,0,0,1,0,0,0,0
CV000344,1,글래드호텔엔리조트,제주특별자치도 서귀포시 안덕면 녹차분재로 216,24시간 이용가능,N,대영채비,1522-2573,2,33.305247,126.299204,2,1,0,0,1,0,0,0,0
CV000344,2,글래드호텔엔리조트,제주특별자치도 서귀포시 안덕면 녹차분재로 216,24시간 이용가능,N,대영채비,1522-2573,2,33.305247,126.299204,4,2,0,0,2,0,0,0,0
CV000344,3,글래드호텔엔리조트,제주특별자치도 서귀포시 안덕면 녹차분재로 216,24시간 이용가능,N,대영채비,1522-2573,2,33.305247,126.299204,6,3,0,0,3,0,0,0,0
CV000344,4,글래드호텔엔리조트,제주특별자치도 서귀포시 안덕면 녹차분재로 216,24시간 이용가능,N,대영채비,1522-2573,2,33.305247,126.299204,8,4,0,0,4,0,0,0,0
CV000344,5,글래드호텔엔리조트,제주특별자치도 서귀포시 안덕면 녹차분재로 216,24시간 이용가능,N,대영채비,1522-2573,2,33.305247,126.299204,10,5,0,0,5,0,0,0,0
CV000344,6,글래드호텔엔리조트,제주특별자치도 서귀포시 안덕면 녹차분재로 216,24시간 이용가능,N,대영채비,1522-2573,2,33.305247,126.299204,12,6,0,0,6,0,0,0,0
CV000344,7,글래드호텔엔리조트,제주특별자치도 서귀포시 안덕면 녹차분재로 216,24시간 이용가능,N,대영채비,1522-2573,2,33.305247,126.299204,14,7,1,0,7,0,0,0,0
CV000353,1,(유)다올-썬라이즈호텔 섭지코지점,제주특별자치도 서귀포시 성산읍 신양로 83,24시간 이용가능,Y,대영채비,1522-2573,2,33.4367196,126.918324,2,1,0,0,1,0,0,0,0
CV000358,1,(유)다올-성산썬라이즈호텔,제주특별자치도 서귀포시 성산읍 성산등용로17번길 35,24시간 이용가능,N,대영채비,1522-2573,2,33.462349,126.931026,2,1,0,0,1,0,0,0,0
CV000358,2,(유)다올-성산썬라이즈호텔,제주특별자치도 서귀포시 성산읍 성산등용로17번길 35,24시간 이용가능,N,대영채비,1522-2573,2,33.462349,126.931026,4,2,1,0,2,0,0,0,0
CV000363,1,세기자동차공업사,제주특별자치도 제주시 서광로 77,24시간 이용가능,Y,대영채비,1522-2573,2,33.500464,126.504076,2,1,0,0,1,0,0,0,0
CV000363,2,세기자동차공업사,제주특별자치도 제주시 서광로 77,24시간 이용가능,Y,대영채비,1522-2573,2,33.500464,126.504076,4,2,1,0,2,0,0,0,0
CV000371,1,아이고운힐에이,제주특별자치도 제주시 연오로 61-16,24시간 이용가능,Y,대영채비,1522-2573,2,33.48757,126.503842,2,1,0,0,1,0,0,0,0
CV000371,2,아이고운힐에이,제주특별자치도 제주시 연오로 61-16,24시간 이용가능,Y,대영채비,1522-2573,2,33.48757,126.503842,4,2,1,0,2,0,0,0,0
CV000412,1,(유)다올-호텔아루미,제주특별자치도 서귀포시 색달중앙로 38,24시간 이용가능,N,대영채비,1522-2573,2,33.258573,126.413963,2,1,0,0,1,0,0,0,0
CV000412,2,(유)다올-호텔아루미,제주특별자치도 서귀포시 색달중앙로 38,24시간 이용가능,N,대영채비,1522-2573,2,33.258573,126.413963,4,2,1,0,2,0,0,0,0
CV000417,1,(유)다올-중문썬라이즈,제주특별자치도 서귀포시 중문관광로 310,24시간 이용가능,N,대영채비(주),1522-2573,2,33.2475209,126.430568,2,1,0,0,1,0,0,0,0
CV000424,1,노형리츠하임 테라스파크,제주특별자치도 제주시 오광로 94,24시간 이용가능,N,대영채비(주),1522-2573,2,33.487624,126.458893,2,1,0,0,1,0,0,0,0
CV000424,2,노형리츠하임 테라스파크,제주특별자치도 제주시 오광로 94,24시간 이용가능,N,대영채비(주),1522-2573,2,33.487624,126.458893,4,2,0,0,2,0,0,0,0
CV000424,3,노형리츠하임 테라스파크,제주특별자치도 제주시 오광로 94,24시간 이용가능,N,대영채비(주),1522-2573,2,33.487624,126.458893,6,3,0,0,3,0,0,0,0
CV000424,4,노형리츠하임 테라스파크,제주특별자치도 제주시 오광로 94,24시간 이용가능,N,대영채비(주),1522-2573,2,33.487624,126.458893,8,4,1,0,4,0,0,0,0
CV000451,1,라메르빌,제주특별자치도 제주시 도련3길 14,24시간 이용가능,Y,대영채비(주),1522-2573,2,33.50801296,126.586765,2,1,0,0,1,0,0,0,0
CV000451,2,라메르빌,제주특별자치도 제주시 도련3길 14,24시간 이용가능,Y,대영채비(주),1522-2573,2,33.50801296,126.586765,4,2,0,0,2,0,0,0,0
CV000451,3,라메르빌,제주특별자치도 제주시 도련3길 14,24시간 이용가능,Y,대영채비(주),1522-2573,2,33.50801296,126.586765,6,3,1,0,3,0,0,0,0
CV000521,1,민형파인즈,제주특별자치도 제주시 진군남4길 7-18,24시간 이용가능,Y,대영채비(주),1522-2595,2,33.474317,126.481013,2,1,0,0,1,0,0,0,0
CV000521,2,민형파인즈,제주특별자치도 제주시 진군남4길 7-18,24시간 이용가능,Y,대영채비(주),1522-2595,2,33.474317,126.481013,4,2,0,0,2,0,0,0,0
CV000521,3,민형파인즈,제주특별자치도 제주시 진군남4길 7-18,24시간 이용가능,Y,대영채비(주),1522-2595,2,33.474317,126.481013,6,3,1,0,3,0,0,0,0
CV000575,1,엠제이(MJ),제주특별자치도 제주시 구좌읍 해맞이해안로 1651,24시간 이용가능,Y,대영채비(주),1522-2573,2,33.528889,126.879296,2,1,0,0,1,0,0,0,0
CV000575,2,엠제이(MJ),제주특별자치도 제주시 구좌읍 해맞이해안로 1651,24시간 이용가능,Y,대영채비(주),1522-2573,2,33.528889,126.879296,4,2,1,0,2,0,0,0,0
CV000635,1,애월연어,제주특별자치도 제주시 애월읍 하소로 660,24시간 이용가능,Y,대영채비㈜,1522-2573,2,33.425659,126.395687,2,1,0,0,1,0,0,0,0
CV000636,1,제주앤성산,제주특별자치도 서귀포시 성산읍 고성중앙로 28-5,24시간 이용가능,Y,대영채비㈜,1522-2573,2,33.44712,126.907538,2,1,0,0,1,0,0,0,0
CV000636,2,제주앤성산,제주특별자치도 서귀포시 성산읍 고성중앙로 28-5,24시간 이용가능,Y,대영채비㈜,1522-2573,2,33.44712,126.907538,4,2,1,0,2,0,0,0,0
CV000653,1,마이카,제주특별자치도 서귀포시 남원읍 남조로 15,09:00~21:00,Y,대영채비(주),1522-2573,2,33.28109,126.720545,2,1,0,0,1,0,0,0,0
CV000661,1,우체국물류지원단,제주특별자치도 제주시 1100로 3307,09:00~18:00,Y,대영채비(주),1522-2573,2,33.481652,126.480318,2,1,0,0,1,0,0,0,0
CV000661,2,우체국물류지원단,제주특별자치도 제주시 1100로 3307,09:00~18:00,Y,대영채비(주),1522-2573,2,33.481652,126.480318,4,2,1,0,2,0,0,0,0
CV000664,1,제주해양수산관리단,제주특별자치도 제주시 임항로 128,09:00~21:00,Y,대영채비(주),1522-2573,2,33.519403,126.538043,2,1,0,0,1,0,0,0,0
CV000671,1,CU 성산일주동로점,제주특별자치도 서귀포시 성산읍 일주동로 5210,24시간 이용가능,Y,대영채비(주),1522-2573,6,33.37319,126.870641,6,1,0,0,0,0,0,0,1
CV000672,1,여울목펜션,제주특별자치도 서귀포시 성산읍 삼달로 28-1,24시간 이용가능,Y,대영채비(주),1522-2573,6,33.369614,126.86605,6,1,0,0,0,0,0,0,1
CV000686,1,가시리 유채꽃길 펜션,제주특별자치도 서귀포시 표선면 녹산로 45,24시간 이용가능,Y,대영채비(주),1522-2573,6,33.363936,126.762529,6,1,0,0,0,0,0,0,1
